path	author	sex	birthday	header	created	sphere	genre_fi	type	topic	chronotop	style	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	country	region	language
				«Ростелеком» наградит поездкой на черноморский курорт 300-тысячного абонента услуги «Интерактивное ТВ»	01.03.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-nagradit-poezdkoy-na-chernomorskiy-kurort-300-tysya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Кремле утверждают, что не запрещали федеральным каналам рассказывать о жестоком убийстве девочки эмигранткой в Москве	01.03.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-kremle-utverzhdayut-chto-ne-zapreschali-federalnym-kanalam-r/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» подвел итоги акции «Поздравь по-домашнему»	29.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-podvel-itogi-aktsii-pozdrav-po-domashnemu/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Теперь в Матрас.Ру можно подобрать мебель для спальни	26.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/teper-v-matrasru-mozhno-podobrat-mebel-dlya-spalni/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ расширяет возможности дистанционного банковского обслуживания	24.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-rasshiryaet-vozmozhnosti-distantsionnogo-bankovskogo-obslu/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк возразил против одномоментной замены полисов ОСАГО	24.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-vozrazil-protiv-odnomomentnoy-zameny-polisov-osago/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				К 1 февраля задолженность по зарплате в России составила 4,3 млрд руб.	24.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/k-1-fevralya-zadolzhennost-po-zarplate-v-rossii-sostavila-43-m/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В январе в России зафиксирован рекордный отток вкладов	24.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-yanvare-v-rossii-zafiksirovan-rekordnyy-ottok-vkladov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Минкавказе рассказали, как будут популяризировать курорты КМВ	24.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-minkavkaze-rasskazali-kak-budut-populyarizirovat-kurorty-kmv/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Генеральная прокуратура считает сбор на капремонт домов неконституционным	20.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/generalnaya-prokuratura-schitaet-sbor-na-kapremont-domov-nekon/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк ВТБ кредитует АО «Атомэнергопром»	19.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-vtb-kredituet-ao-atomenergoprom/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				На 53-м году жизни скончался глава Северной Осетии	19.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/na-53-godu-skonchalsya-glava-severnoy-osetii/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Оплатить налоговые задолженности можно в четыре клика	18.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/oplatit-nalogovye-zadolzhennosti-mozhno-v-chetyre-klika/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» вывел на рынок собственные геоинформационные сервисы	18.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-vyvel-na-rynok-sobstvennye-geoinformatsionnye-servi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Россияне признали инфляцию в стране очень высокой	18.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rossiyane-priznali-inflyatsiyu-v-strane-ochen-vysokoy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России стал расти спрос на микрозаймы	18.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-stal-rasti-spros-na-mikrozaymy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Население страны сменило потребительскую модель поведения на сберегательную	18.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/naselenie-strany-smenilo-potrebitelskuyu-model-povedeniya-na-s/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Спасатели Ставрополья отработали технику помощи погребенным лавиной	17.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/spasateli-stavropolya-otrabotali-tehniku-pomoschi-pogrebennym-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Краснодаре православные фундаменталисты выступили против любви, поцелуев и Пушкина	15.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-krasnodare-pravoslavnye-fndamentalisty-vystupili-protiv-lyub/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				С надеждой на мировое первенство	15.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/s-nadezhdoy-na-mirovoe-pervenstvo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ в СКФО при поддержке «Корпорации МСП» выдал кредит по льготной ставке компании «АГРО-инвест»	11.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-v-skfo-pri-podderzhke-korporatsii-msp-vydal-kredit-po-lgot/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Спад кредитования в 2015 году стал рекордным с 1998 года	10.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/spad-kreditovaniya-v-2015-godu-stal-rekordnym-s-1998-goda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольский край занял 4-е место по поддержке промышленности	09.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskiy-kray-zanyal-4-mesto-po-podderzhke-promyshlennost/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Кадыров подарил квартиру в Грозном уроженке Чечни из Ессентуков	09.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kadyrov-podaril-kvartiru-v-groznom-urozhenke-chechni-iz-essent/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ выдал новый кредит по программе льготного финансирования малого и среднего бизнеса	08.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-vydal-novyy-kredit-po-programme-lgotnogo-finansirovaniya-m/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Владимиров покинул Генсовет партии «Единая Россия»	08.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vladimirov-pokinul-gensovet-partii-edinaya-rossiya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Правительство РФ может ввести 30% акцизы на вредные товары: чипсы, газировку, сахар и пальмовое масло	05.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pravitelstvo-rf-mozhet-vvesti-30-aktsizy-na-vrednye-tovary-chi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» вывел на рынок комплексное решение для корпоративного и государственного сегмента - «Управляемые услуги связи»	05.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-vyvel-na-rynok-kompleksnoe-reshenie-dlya-korporativ/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Боксёр из Ставрополя одержал победу на Всероссийском турнире по боксу	05.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/boksyor-iz-stavropolya-oderzhal-pobedu-na-vserossiyskom-turnir/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Кубанские врачи восстановили челюсть пациентки из кости голени	04.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/kubanskie-vrachi-vosstanovili-chelyust-patsientki-iz-kosti-gol/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставрополь вошел в пятерку городов России с самым доступным жильем	03.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropol-voshel-v-pyaterku-gorodov-rossii-s-samym-dostupnym-z/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				При поддержке МультиКарты в Одноклассниках появилась возможность совершать денежные переводы	02.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pri-podderzhke-multikarty-v-odnoklassnikah-poyavilas-vozmozhno/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				HD много не бывает: ещё больше каналов высокой четкости в «Интерактивном ТВ» от «Ростелекома»	01.02.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/hd-mnogo-ne-byvaet-eschyo-bolshe-kanalov-vysokoy-chetkosti-v-i/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Невинномысск будут развивать через «ВКонтакте»	31.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/nevinnomyssk-budut-razvivat-cherez-vkontakte/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России уровень медиаграмотности достиг 74%	29.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-uroven-mediagramotnosti-dostig-74/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Терские казаки хотят взять под охрану объекты госсобственности в СКФО 	28.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/terskie-kazaki-hotyat-vzyat-pod-ohranu-obekty-gossobstvennosti/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России создан Почта Банк	28.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-sozdan-pochta-bank/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» запустил уникальный тариф «Игровой» для фанатов World of Tanks	27.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-zapustil-unikalnyy-tarif-igrovoy-dlya-fanatov-world/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские танцоры стали лауреатами фестиваля-конкурса на родине Деда Мороза	26.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-tantsory-stali-laureatami-festivalya-konkursa-na/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» выиграл открытый конкурс Минкомсвязи России на обеспечение видеоконференцсвязи для подготовки кубка конфедераций 2017 года и чемпионата мира по футболу 2018 года 	26.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-vyigral-otkrytyy-konkurs-minkomsvyazi-rossii-na-obe/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				При поддержке ВТБ коллекция Дома Высоцкого пополнилась новыми экспонатами	25.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pri-podderzhke-vtb-kollektsiya-doma-vysotskogo-popolnilas-novy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Владимир Путин в Ставрополе: Россия не хочет вмешиваться в госустройство Сирии 	25.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vladimir-putin-v-stavropole-rossiya-ne-hochet-vmeshivatsya-v-g/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Министр здравоохранения: Россия готова к эпидемии гриппа	25.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/ministr-zdravoohraneniya-rossiya-gotova-k-epidemii-grippa/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Образовательная программа СКФУ получила международную аккредитацию	25.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/obrazovatelnaya-programma-skfu-poluchila-mezhdunarodnuyu-akkre/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В ОНФ предложили в первую очередь давать налоговые каникулы импортозамещающим компаниям	24.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-onf-predlozhili-v-pervuyu-ochered-davat-nalogovye-kanikuly-i/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ольга Тимофеева назвала уровень коррупции на Северном Кавказе "зашкаливающим"	24.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/olga-timofeeva-nazvala-uroven-korruptsii-na-severnom-kavkaze-z/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Александр Бречалов на форуме ОНФ в Ставрополе: Я убеждён, что у России нет проблем с бюджетом	24.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/aleksandr-brechalov-na-forume-onf-v-stavropole-ya-ubezhden-cht/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Ставрополе начал работу первый межрегиональный форум ОНФ в 2016 году	24.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-stavropole-nachal-rabotu-pervyy-mezhregionalnyy-forum-onf-v-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» обеспечил устойчивую работу телекоммуникационной инфраструктуры в условиях повышенной нагрузки в дни новогодних праздников	21.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-obespechil-ustoychivuyu-rabotu-telekommunikatsionno/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские КВНщики покоряют Сочи	21.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-kvnschiki-pokoryayut-sochi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские студенты вошли в федеральную сотню знатоков русского языка	20.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-studenty-voshli-v-federalnuyu-sotnyu-znatokov-ru/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Портфель ВТБ Факторинг превысил 100 млрд рублей	20.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/portfel-vtb-faktoring-prevysil-100-mlrd-rubley/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ финансирует ЗАО «Племзавод-Юбилейный»	19.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-finansiruet-zao-plemzavod-yubileynyy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России стартовала бизнес-перепись	19.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-startovala-biznes-perepis/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ развивает сотрудничество с Группой компаний «Пивоваренный дом Бавария»	14.01.2016	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-razvivaet-sotrudnichestvo-s-gruppoy-kompaniy-pivovarennyy-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Неустойка по долгам за энергоресурсы вырастет в 2016 году	30.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/neustoyka-po-dolgam-za-energoresursy-vyrastet-v-2016-godu/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Всеволода Чаплина сняли с должности представителя РПЦ	24.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vsevoloda-chaplina-snyali-s-dolzhnosti-predstavitelya-rpts/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Карачаево-Черкесии уничтожили троих боевиков	24.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-karachaevo-cherkessii-unichtozhili-troih-boevikov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк ВТБ стал участником программы Российского партнерства за сохранение климата 	21.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-vtb-stal-uchastnikom-programmy-rossiyskogo-partnerstva-za/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Поздравь по-домашнему» и получи год бесплатных телефонных разговоров от «Ростелекома»	21.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pozdrav-po-domashnemu-i-poluchi-god-besplatnyh-telefonnyh-razg/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В 2016 году пенсии вырастут на 4 процента	17.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-2016-godu-pensii-vyrastut-na-4-protsenta/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Яндекс.Деньги» начнут выпуск собственных пластиковых карт	16.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/yandeksdengi-nachnut-vypusk-sobstvennyh-plastikovyh-kart/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ФСБ: 20 из 26 главарей бандгрупп, присягнувших ИГ, ликвидировано на Северном Кавказе	15.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/fsb-20-iz-26-glavarey-bandgrupp-prisyagnuvshih-ig-likvidirovan/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Минздрав России: Валерьянку и настойки скоро можно будет купить только по рецепту	11.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/minzdrav-rossii-valeryanku-i-nastoyki-skoro-mozhno-budet-kupit/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Владимиров поднялся на 41-е место в рейтинге эффективности губернаторов	10.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vladimirov-podnyalsya-na-41-mesto-v-reytinge-effektivnosti-gub/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В Ростове-на-Дону состоялся крупнейший на юге России танцевальный турнир «Евразия-2015»	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rostove-na-donu-sostoyalsya-krupneyshiy-na-yuge-rossii-tants/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Верховный суд запретил взыскивать долги с мобильных счетов	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/verhovnyy-sud-zapretil-vzyskivat-dolgi-s-mobilnyh-schetov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ОСАГО подорожает для нарушителей ПДД	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/osago-podorozhaet-dlya-narushiteley-pdd/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России снизилась закредитованность населения	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-snizilas-zakreditovannost-naseleniya/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Центробанк представил финансовую стратегию на ближайшие три года	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/tsentrobank-predstavil-finansovuyu-strategiyu-na-blizhayshie-t/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Яндекс» подвел итоги поисковых запросов за 2015 год	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/yandeks-podvel-itogi-poiskovyh-zaprosov-za-2015-god/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Более 18 тысяч боеприпасов времен Великой Отечественной войны обезврежено в Южном военном округе за 2015 год	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bolee-18-tysyach-boepripasov-vremen-velikoy-otechestvennoy-voy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Владимир Путин предложил продлить на полгода срок добровольного декларирования зарубежных активов	09.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vladimir-putin-predlozhil-prodlit-na-polgoda-srok-dobrovolnogo/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ первым из российских банков начал работать по программе стимулирования кредитования субъектов малого и среднего предпринимательства Корпорации МСП	08.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-pervym-iz-rossiyskih-bankov-nachal-rabotat-po-programme-st/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Рынок микрофинансирования развивается стабильно	02.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rynok-mikrofinansirovaniya-razvivaetsya-stabilno/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банки предлагают новогодние финансовые продукты	02.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/banki-predlagayut-novogodnie-finansovye-produkty/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк Почты России приступит к работе в начале 2016 года	02.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-pochty-rossii-pristupit-k-rabote-v-nachale-2016-goda/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ стал лучшим банком в сфере торгового финансирования в СНГ	02.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-stal-luchshim-bankom-v-sfere-torgovogo-finansirovaniya-v-s/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				С 15 января 2016 года должников будут лишать водительских прав	02.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/s-15-yanvarya-2016-goda-dolzhnikov-budut-lishat-voditelskih-pr/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Более 3,4 тысяч км оптики построил «Ростелеком» на Юге России в рамках проекта по устранению цифрового неравенства	01.12.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bolee-34-tysyach-km-optiki-postroil-rostelekom-na-yuge-rossii-/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				МВД вернётся к массовому применению алкотестеров	30.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/mvd-vernyotsya-k-massovomu-primeneniyu-alkotesterov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк ВТБ развивает сотрудничество с группой «ЧЭМК»	30.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-vtb-razvivaet-sotrudnichestvo-s-gruppoy-chemk/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				На границе КЧР и Ставрополья в автомобиле взорвался боевик	27.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/na-granitse-kchr-i-stavropole-v-avtomobile-vzorvalsya-boevik/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Крымэнерго опровергает информацию о начале работы энергомоста с Кубани	27.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/krym-dosrochno-poluchil-pervoe-elektrichestvo-po-energomostu-s/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В следующем году водители получат возможность платить только половину штрафа	24.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-sleduyuschem-godu-voditeli-poluchat-vozmozhnost-platit-tolko/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Почти два миллиона человек в Крыму остались без света	22.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/pochti-2-milliona-chelovek-v-krymu-ostalis-bez-sveta/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Учащиеся из Ставрополя оказались в числе лучших студентов России	20.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/uchaschiesya-iz-stavropolya-okazalis-v-chisle-luchshih-student/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольские каратисты привезли «золото» и «серебро» из Москвы	19.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskie-karatisty-privezli-zoloto-i-serebro-iz-moskvy/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				ВТБ поддерживает аграрную отрасль юга России	19.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/vtb-podderzhivaet-agrarnuyu-otrasl-yuga-rossii/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Максимальная ставка топ-10 банков по вкладам в рублях снизилась до 9,92%	18.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/maksimalnaya-stavka-top-10-bankov-po-vkladam-v-rublyah-snizila/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк России не планирует выпуск купюр номиналом 10 тыс. руб.	18.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-rossii-ne-planiruet-vypusk-kupyur-nominalom-10-tys-rub/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				В России изменится господдержка ипотечных заемщиков	18.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/v-rossii-izmenitsya-gospodderzhka-ipotechnyh-zaemschikov/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Ставропольский вокальный ансамбль «VIVA» завоевал Гран-при на фестивале в Москве	18.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropolskiy-vokalnyy-ansambl-viva-zavoeval-gran-pri-na-festi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Глава ФСБ: Причиной крушения А321 стал теракт	17.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/glava-fsb-prichinoy-krusheniya-a321-stal-terakt/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Банк ВТБ финансирует  возведение ЖК «Невские паруса»	16.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/bank-vtb-finansiruet-vozvedenie-zhk-nevskie-parusa/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				«Ростелеком» подарил «мир знаний» воспитанникам социально-реабилитационного центра «Надежда» в Черкесске	16.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/rostelekom-podaril-mir-znaniy-vospitannikam-sotsialno-reabilit/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
				Краснодар получил звание самого благоустроенного города России	13.11.2015	публицистика					нейтральный	н-возраст	н-уровень	городская	http://vechorka.ru/news/stavropol-poteryal-zvanie-samogo-blagoustroennogo-goroda-rossi/	Вечерний Ставрополь			газета	Россия	Ставропольский край	ru
